name,date,clip_id,duration_s,media_url,mp4_url
City Council,2012-05-29,1656,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1656,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2012-06-05,1657,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1657,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2012-06-12,1658,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1658,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2012-06-19,1659,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1659,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2012-06-26,1660,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1660,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2012-07-03,1789,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1789,https://archive-video.granicus.com/draper/draper_24cfea58-067e-470a-8d30-be01d7eee652.mp4
City Council,2012-07-10,1791,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1791,https://archive-video.granicus.com/draper/draper_5c0e4317-eccc-483c-908b-92fc837fe31e.mp4
City Council,2012-07-17,1792,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1792,https://archive-video.granicus.com/draper/draper_cfb84fcb-f537-4ccc-837d-a000b54e3f63.mp4
City Council,2012-07-31,1793,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1793,https://archive-video.granicus.com/draper/draper_d4b5e625-ab50-4ddd-93b2-e7661c5d3359.mp4
City Council,2012-08-07,1794,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1794,https://archive-video.granicus.com/draper/draper_0116c75b-f4cb-46da-921b-5e4d05230f4d.mp4
City Council,2012-08-14,1795,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1795,https://archive-video.granicus.com/draper/draper_6c3f25b9-57cf-4ec8-a4d8-3383f5fc262d.mp4
City Council,2012-08-21,1796,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1796,https://archive-video.granicus.com/draper/draper_d005c947-3834-41f9-8fbd-c3fd20f8b7c6.mp4
City Council,2012-09-04,1797,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1797,https://archive-video.granicus.com/draper/draper_40be80a0-2c9c-4456-9242-9121e0959123.mp4
City Council,2012-09-18,1798,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1798,https://archive-video.granicus.com/draper/draper_bc4c4340-25a7-4164-b986-e1f332fb2f1a.mp4
City Council,2012-10-02,1799,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1799,https://archive-video.granicus.com/draper/draper_dc854162-81fe-4daa-acd5-3e3d9a8ff1ba.mp4
City Council,2012-10-16,1800,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1800,https://archive-video.granicus.com/draper/draper_6a24b1dc-58d7-4e19-9c57-e489bce632ad.mp4
City Council,2012-10-23,1801,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1801,https://archive-video.granicus.com/draper/draper_45820302-4676-43af-abb9-23976ac4a525.mp4
City Council,2012-11-13,1802,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1802,https://archive-video.granicus.com/draper/draper_b7958914-ee29-4cc9-aa3e-f8237e37e6cc.mp4
City Council,2012-11-20,1803,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1803,https://archive-video.granicus.com/draper/draper_bbebfae8-a752-4978-a9bd-3ab56b517daa.mp4
City Council,2012-12-04,1804,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1804,https://archive-video.granicus.com/draper/draper_4809e550-ad4c-4ed0-ac17-1f837e30c9c6.mp4
City Council,2012-12-18,1805,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1805,https://archive-video.granicus.com/draper/draper_bab7ccfd-b0ef-4b52-b301-943463953a80.mp4
City Council,2013-01-08,1534,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1534,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-01-15,1536,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1536,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-01-22,1535,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1535,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-01-29,1537,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1537,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-02-05,1538,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1538,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-02-19,1540,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1540,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-03-05,1541,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1541,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-03-12,1542,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1542,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-03-19,1543,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1543,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-03-26,1544,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1544,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-04-02,1545,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1545,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-04-02,1650,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1650,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-04-09,1546,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1546,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-04-16,1547,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1547,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-04-23,1548,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1548,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-05-07,1549,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1549,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-05-28,1550,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1550,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-06-04,1551,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1551,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-06-11,1552,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1552,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-06-18,1553,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1553,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-07-02,1554,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1554,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-07-16,1555,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1555,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-07-30,1556,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1556,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-08-27,1557,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1557,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-09-03,1558,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1558,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-09-17,1559,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1559,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-10-01,1560,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1560,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-10-15,1562,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1562,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-10-29,1563,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1563,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-12-03,1564,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1564,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2013-12-17,1565,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1565,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2014-01-07,1416,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1416,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2014-01-21,1417,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1417,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2014-02-11,1418,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1418,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2014-02-18,1419,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1419,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2014-03-18,1421,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1421,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2014-03-25,1422,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1422,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2014-04-01,1423,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1423,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2014-04-15,1424,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1424,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2014-04-29,1425,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1425,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2014-05-06,1426,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1426,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2014-05-27,1427,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1427,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2014-06-03,1428,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1428,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2014-06-17,1429,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1429,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2014-06-24,1430,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1430,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2014-07-01,1431,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1431,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2014-07-15,1432,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1432,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2014-08-12,1433,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1433,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2014-08-19,1434,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1434,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2014-09-02,1435,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1435,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2014-09-16,1436,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1436,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2014-09-30,1437,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1437,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2014-10-07,1438,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1438,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2014-10-14,1440,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1440,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2014-10-21,1439,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1439,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2014-11-04,1441,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1441,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2014-11-18,1442,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1442,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2014-12-02,1443,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1443,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2014-12-16,1444,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1444,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2014-12-30,1445,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1445,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2015-01-13,1295,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1295,https://archive-video.granicus.com/draper/draper_4dc5df5b-bd33-4566-8a9a-d4003a248385.mp4
City Council,2015-01-20,1296,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1296,https://archive-video.granicus.com/draper/draper_4dc5df5b-bd33-4566-8a9a-d4003a248385.mp4
City Council,2015-02-03,1297,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1297,https://archive-video.granicus.com/draper/draper_4dc5df5b-bd33-4566-8a9a-d4003a248385.mp4
City Council,2015-02-17,1298,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1298,https://archive-video.granicus.com/draper/draper_4dc5df5b-bd33-4566-8a9a-d4003a248385.mp4
City Council,2015-03-03,1299,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1299,https://archive-video.granicus.com/draper/draper_4dc5df5b-bd33-4566-8a9a-d4003a248385.mp4
City Council,2015-03-04,1420,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1420,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2015-03-17,1300,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1300,https://archive-video.granicus.com/draper/draper_4dc5df5b-bd33-4566-8a9a-d4003a248385.mp4
City Council,2015-03-31,1301,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1301,https://archive-video.granicus.com/draper/draper_4dc5df5b-bd33-4566-8a9a-d4003a248385.mp4
City Council,2015-04-14,1302,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1302,https://archive-video.granicus.com/draper/draper_4dc5df5b-bd33-4566-8a9a-d4003a248385.mp4
City Council,2015-04-21,1303,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1303,https://archive-video.granicus.com/draper/draper_4dc5df5b-bd33-4566-8a9a-d4003a248385.mp4
City Council,2015-05-05,1304,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1304,https://archive-video.granicus.com/draper/draper_78acb351-5afc-4301-b51d-50588e2d0a0d.mp4
City Council,2015-05-26,1309,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1309,https://archive-video.granicus.com/draper/draper_78acb351-5afc-4301-b51d-50588e2d0a0d.mp4
City Council,2015-06-02,1306,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1306,https://archive-video.granicus.com/draper/draper_4dc5df5b-bd33-4566-8a9a-d4003a248385.mp4
