date,body,clip_id,source_url,bytes,note
2020-01-07,Council,clip325,https://rivertoncity.granicus.com/MetaViewer.php?view_id=1&clip_id=325&meta_id=20717,8097565,>4MB HEAD; recoverable by URL
2021-10-28,PlanningCommission,clip478,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1117562/2021.10.28.PC.Packet.pdf,38294440,>4MB HEAD; recoverable by URL
2021-11-16,Council,clip479,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1133380/2021-09-21.WS.CC.Min.pdf,8617001,>4MB HEAD; recoverable by URL
2021-11-16,Council,clip479,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1139295/21-29._McKenzie_DAI_Rezone_Staff_Report.pdf,4255971,>4MB HEAD; recoverable by URL
2021-11-18,PlanningCommission,clip482,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1144554/2021.11.18.PC.Packet.pdf,24228131,>4MB HEAD; recoverable by URL
2021-12-09,PlanningCommission,clip483,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1170747/2021.12.09.PC.Packet.pdf,75281806,>4MB HEAD; recoverable by URL
2021-12-14,Council,clip484,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1177791/Bangerter_Presentation_-_updated_version.pdf,142597092,>4MB HEAD; recoverable by URL
2022-01-13,PlanningCommission,clip489,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1206038/2022.01.13.PC.PACKET.pdf,21040884,>4MB HEAD; recoverable by URL
2022-01-27,PlanningCommission,clip491,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1223122/2022.01.27.PC.Packet.pdf,23182889,>4MB HEAD; recoverable by URL
2022-02-10,PlanningCommission,clip493,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1241712/2022.02.10.PC_Packet.pdf,6331871,>4MB HEAD; recoverable by URL
2022-02-15,Council,clip494,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1245276/Scope_of_Work_-_Rose_Creek_Landscape_08nov21.pdf,9462069,>4MB HEAD; recoverable by URL
2022-02-24,PlanningCommission,clip495,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1258741/2022.02.24.PC_Packet.pdf,19579986,>4MB HEAD; recoverable by URL
2022-03-01,Council,clip496,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1262491/22-10._Thomas_Rezone_Staff_Report.pdf,19864857,>4MB HEAD; recoverable by URL
2022-03-10,PlanningCommission,clip499,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1276449/2022.03.10.PC.Packet.pdf,12961437,>4MB HEAD; recoverable by URL
2022-03-15,Council,clip500,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1283228/Belchak_Agreement.pdf,13165983,>4MB HEAD; recoverable by URL
2022-03-15,Council,clip500,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1286836/Sycamore_Glen_Approved_Construction_Plans.pdf,11398860,>4MB HEAD; recoverable by URL
2022-03-24,PlanningCommission,clip503,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1298307/21-8002_Smart_Amd_Site_Plan_PC_Report_pt_3.pdf,6822076,>4MB HEAD; recoverable by URL
2022-03-24,PlanningCommission,clip503,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1300338/Olson_Development_Agreement_PC_Report.pdf,4758015,>4MB HEAD; recoverable by URL
2022-04-14,PlanningCommission,clip516,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1327795/22-4003__Cardenas_Rezone_PC_Report.pdf,5695706,>4MB HEAD; recoverable by URL
2022-04-14,PlanningCommission,clip516,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1331297/Olson_Development_Agreement_PC_Report_4.14.22.pdf,4453936,>4MB HEAD; recoverable by URL
2022-04-14,PlanningCommission,clip516,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1329859/21-8025_Riverbend_Shopping_Plaza_Standalone_Site_Plan.pdf,26882119,>4MB HEAD; recoverable by URL
2022-04-14,PlanningCommission,clip516,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1327772/21-8002_Smart_Amd_Site_Plan_PC_Report_pt_4.pdf,5492311,>4MB HEAD; recoverable by URL
2022-04-14,PlanningCommission,clip516,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1328812/21-8024_Premier_Medical_Ph_2_Final_Site_Plan.pdf,44114696,>4MB HEAD; recoverable by URL
2022-04-28,PlanningCommission,clip518,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1350266/22-2007_Basin_Masonry_CUHO_PC_Report.pdf,5344022,>4MB HEAD; recoverable by URL
2022-04-28,PlanningCommission,clip518,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1350290/22-8015_Google_Fiber_Hut_PC_Report.pdf,7618231,>4MB HEAD; recoverable by URL
2022-04-28,PlanningCommission,clip518,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1353110/DRAFT_Engineering_Standards_Master_21Apr22.pdf,16895014,>4MB HEAD; recoverable by URL
2022-05-03,Council,clip519,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1355464/22-14_Cardenas_Rezone_CC_Report.pdf,5408013,>4MB HEAD; recoverable by URL
2022-05-26,PlanningCommission,clip523,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1394668/22-2007_Basin_Masonry_CUHO_PC_Report_-_2.pdf,8815371,>4MB HEAD; recoverable by URL
2022-05-26,PlanningCommission,clip523,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1394671/22-8015_Google_Fiber_Hut_PC_Report.pdf,4919556,>4MB HEAD; recoverable by URL
2022-05-26,PlanningCommission,clip523,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1395530/Olson_Development_Agreement_PC_Report.pdf,4453936,>4MB HEAD; recoverable by URL
2022-05-26,PlanningCommission,clip523,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1394686/21-8002_Smart_Amd_Site_Plan_PC_Report-Updated.pdf,6086196,>4MB HEAD; recoverable by URL
2022-05-26,PlanningCommission,clip523,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1395120/22-8003_Tropical_Smoothie_Site_Plan_PC_Report.pdf,10489676,>4MB HEAD; recoverable by URL
2022-05-26,PlanningCommission,clip523,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1396172/22-8006_The_Park_at_MtnView_Ph_2_PC_Report.pdf,8818648,>4MB HEAD; recoverable by URL
2022-06-07,Council,clip524,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1407168/FY23_Mayor_s_Tentative_Budget_with_Council_Changes.pdf,45115931,>4MB HEAD; recoverable by URL
2022-06-07,Council,clip524,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1405035/FY_2023_Proposed_Fee_Schedule_-_for_Public_Hearing.pdf,5497211,>4MB HEAD; recoverable by URL
2022-06-07,Council,clip524,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1405087/FY23_Mayor_s_Tentative_Budget_with_Council_Changes.pdf,45115931,>4MB HEAD; recoverable by URL
2022-06-07,Council,clip524,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1407182/FY23_Mayor_s_Tentative_Budget_with_Council_Changes.pdf,45115931,>4MB HEAD; recoverable by URL
2022-06-09,PlanningCommission,clip526,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1413837/22-2014_DG_Tree_LLC_PC_Staff_Report.pdf,4394893,>4MB HEAD; recoverable by URL
2022-06-21,Council,clip528,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1430729/FY_2023_Mayor_s_Tentative_Budget_-_with_Council_Changes.pdf,45649856,>4MB HEAD; recoverable by URL
2022-06-21,Council,clip528,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1430707/FY_2023_Mayor_s_Tentative_Budget_-_with_Council_Changes.pdf,45649856,>4MB HEAD; recoverable by URL
2022-06-21,Council,clip528,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1430788/FY_2023_Mayor_s_Tentative_Budget_-_with_Council_Changes.pdf,45649856,>4MB HEAD; recoverable by URL
2022-06-23,PlanningCommission,clip532,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1438671/5._22-8018_Mountain_View_West_BSP_Amended_PC_Report.pdf,8276143,>4MB HEAD; recoverable by URL
2022-06-23,PlanningCommission,clip532,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1438668/3._Hughes___Hubbard_Rezone_PC_Report_22-4006.pdf,4758349,>4MB HEAD; recoverable by URL
2022-06-23,PlanningCommission,clip532,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1438821/21-8026_The_Villages_at_South_Mtn_CSPBSP_PC_Report_temp.pdf,11198408,>4MB HEAD; recoverable by URL
2022-07-14,PlanningCommission,clip533,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1464767/22-2011_Winkel_STR_PC-Staff_Report.pdf,24465122,>4MB HEAD; recoverable by URL
2022-07-14,PlanningCommission,clip533,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1464808/Riverton_Business_Park_Amnd-Staff_PC_Memo.pdf,24439199,>4MB HEAD; recoverable by URL
2022-08-02,Council,clip535,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1477547/22-1052-10_-_Cooperative_Agreement_Division_Forestry.pdf,54023512,>4MB HEAD; recoverable by URL
2022-08-11,PlanningCommission,clip536,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1503350/3._22-2014_DG_Tree_LLC_PC_Staff_Report.pdf,4905972,>4MB HEAD; recoverable by URL
2022-08-11,PlanningCommission,clip536,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1503356/4._22-2011_Winkel_STR_PC-Staff_Report.pdf,24998382,>4MB HEAD; recoverable by URL
2022-08-11,PlanningCommission,clip536,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1504456/6._22-1001_Stelling_Subdivision_PC_Report.pdf,9475765,>4MB HEAD; recoverable by URL
2022-08-11,PlanningCommission,clip536,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1504475/7._McDougal_Development_Agreement_PC_Report.pdf,6747919,>4MB HEAD; recoverable by URL
2022-08-16,Council,clip537,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1510825/Olson_Development_Agreement_CC_Report.pdf,7190225,>4MB HEAD; recoverable by URL
2022-08-25,PlanningCommission,clip538,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1524968/4._22-4102_McDougal_Development_Agreement_PC_Report.pdf,7135582,>4MB HEAD; recoverable by URL
2022-08-25,PlanningCommission,clip538,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1525795/6._22-8014_McNeil_Auto_PC_Report.pdf,27943249,>4MB HEAD; recoverable by URL
2022-08-25,PlanningCommission,clip538,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1524973/7._22-1003_Myers_Park_Sub_PC_Report.pdf,21649617,>4MB HEAD; recoverable by URL
2022-09-08,PlanningCommission,clip539,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1548050/1._22-8013_Walmart__3620_Fuel_Station_PC_Report.pdf,30350648,>4MB HEAD; recoverable by URL
2022-09-08,PlanningCommission,clip539,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1544295/2._09.08.22_Staff_Report_DG_Tree_22-2014.pdf,5162250,>4MB HEAD; recoverable by URL
2022-09-08,PlanningCommission,clip539,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1544479/22-1007_Riverwood_Estates_9___10_AMD_Staff_PC_Report.pdf,5851440,>4MB HEAD; recoverable by URL
2022-09-08,PlanningCommission,clip539,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1545110/22-2036_Homestead_Parallel_Fence_PC_Report.pdf,22417823,>4MB HEAD; recoverable by URL
2022-09-22,PlanningCommission,clip543,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1567348/Walmart_Market_Exterior_Remodel_PC_Staff_Report_9.22.22.pdf,17222312,>4MB HEAD; recoverable by URL
2022-09-22,PlanningCommission,clip543,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1567409/22-8009_Scooters_Coffee_PC_Report.pdf,11170523,>4MB HEAD; recoverable by URL
2022-09-22,PlanningCommission,clip543,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1567415/22-8020_Home_Depot_Parking_PC_Report.pdf,8745244,>4MB HEAD; recoverable by URL
2022-09-22,PlanningCommission,clip543,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1569027/22-8030_Discount_TireAmd_Site_Plan_PC_Report.pdf,9016512,>4MB HEAD; recoverable by URL
2022-10-04,Council,clip544,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1583817/JVWC_Funding_Agreement.pdf,9193742,>4MB HEAD; recoverable by URL
