date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,bytes,clip_id,delivery,stored,doc_class,fetch_status,sha256,text_path,text_chars
2020-01-07,meta20699,Council,,exhibit,https://rivertoncity.granicus.com/MetaViewer.php?view_id=1&clip_id=325&meta_id=20699,2026-07-13,text,pdftotext -layout,raw/2020-01-07/Council_clip325_att8_meta20699.pdf,233098,clip325,metaviewer,yes,,,,,
2020-01-07,meta20701,Council,,exhibit,https://rivertoncity.granicus.com/MetaViewer.php?view_id=1&clip_id=325&meta_id=20701,2026-07-13,text,pdftotext -layout,raw/2020-01-07/Council_clip325_att9_meta20701.pdf,230077,clip325,metaviewer,yes,,,,,
2020-01-21,Council agenda outline,Council,,agenda,https://rivertoncity.granicus.com/AgendaViewer.php?view_id=1&clip_id=326,2026-07-13,text,pdftotext -layout,raw/2020-01-21/Council_clip326_agenda.pdf,81666,clip326,s3_agenda_pdf,yes,,,,,
2020-01-21,Council full agenda packet (bundled),Council,,full_packet,https://d3n9y02raazwpg.cloudfront.net/rivertoncity/e2d715b7-ee77-43c0-a830-73ad246b83d8-bf2c6f2f-6a5f-4aa7-a665-6efde7d73e84-1579195373.pdf,2026-07-13,na,none (not stored; index-only),,9986387,clip326,cloudfront_bundle,no,,,,,
2020-01-21,2020-Resolution No. 20-08.Immigration final  2,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/509907/2020-Resolution_No._20-08.Immigration_final__2_.pdf,2026-07-13,text,pdftotext -layout,raw/2020-01-21/Council_clip326_att10_2020-Resolution_No._20-08.Immigration_final__2_.pdf,6467,clip326,legistar,yes,,,,,
2020-01-21,Utah-Initial-Resettlement-Consent-Letter,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/509794/Utah-Initial-Resettlement-Consent-Letter.pdf,2026-07-13,text,pdftotext -layout,raw/2020-01-21/Council_clip326_att11_Utah-Initial-Resettlement-Consent-Letter.pdf,1138314,clip326,legistar,yes,,,,,
2020-01-21,2020-Ordinance No. 20-01.Sign Ordinance Amendment,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/510661/2020-Ordinance_No._20-01.Sign_Ordinance_Amendment.pdf,2026-07-13,text,pdftotext -layout,raw/2020-01-21/Council_clip326_att12_2020-Ordinance_No._20-01.Sign_Ordinance_Amendment.pdf,12738,clip326,legistar,yes,,,,,
2020-01-21,SIgn Amendment Staff Report,Council,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/509808/SIgn_Amendment_Staff_Report.pdf,2026-07-13,text,pdftotext -layout,raw/2020-01-21/Council_clip326_att13_SIgn_Amendment_Staff_Report.pdf,980309,clip326,legistar,yes,staff_report,ok,4d36e32b29fbffea21875bd95647ae98217ea677c96a583d41326a5198c96a33,text/Council_clip326_att13_SIgn_Amendment_Staff_Report.txt,9947
2020-01-21,2020-Ordinance No. 20-02.Temp and Seasonal Uses Ordinance Amendment,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/510678/2020-Ordinance_No._20-02.Temp_and_Seasonal_Uses_Ordinance_Amendment.pdf,2026-07-13,text,pdftotext -layout,raw/2020-01-21/Council_clip326_att14_2020-Ordinance_No._20-02.Temp_and_Seasonal_Uses_Ordinance_Amendment.pdf,10890,clip326,legistar,yes,,,,,
2020-01-21,Temporary and Seasonal Uses Amendment - Staff Report,Council,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/509848/Temporary_and_Seasonal_Uses_Amendment_-_Staff_Report.pdf,2026-07-13,text,pdftotext -layout,raw/2020-01-21/Council_clip326_att15_Temporary_and_Seasonal_Uses_Amendment_-_Staff_Report.pdf,323316,clip326,legistar,yes,staff_report,ok,7541cb244a01dda7f58f6a5dbab5e7bacc28124b9de7a5b17838cd06d1b705bf,text/Council_clip326_att15_Temporary_and_Seasonal_Uses_Amendment_-_Staff_Report.txt,9907
2020-01-21,2020-Ordinance No. 20-03.Apex Rezone,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/510687/2020-Ordinance_No._20-03.Apex_Rezone.pdf,2026-07-13,text,pdftotext -layout,raw/2020-01-21/Council_clip326_att16_2020-Ordinance_No._20-03.Apex_Rezone.pdf,176358,clip326,legistar,yes,,,,,
2020-01-21,Apex Rezone Staff Report,Council,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/510228/Apex_Rezone_Staff_Report.pdf,2026-07-13,text,pdftotext -layout,raw/2020-01-21/Council_clip326_att17_Apex_Rezone_Staff_Report.pdf,2161983,clip326,legistar,yes,staff_report,ok,1417aa3bec3bb63658322ddec86f12d9eb78fe569beef281879d671af5bfb6ab,text/Council_clip326_att17_Apex_Rezone_Staff_Report.txt,3408
2020-01-21,2020-Ordinance No. 20-05.Short Term Rental Enactment,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/510695/2020-Ordinance_No._20-05.Short_Term_Rental_Enactment.pdf,2026-07-13,text,pdftotext -layout,raw/2020-01-21/Council_clip326_att18_2020-Ordinance_No._20-05.Short_Term_Rental_Enactment.pdf,5484,clip326,legistar,yes,,,,,
2020-01-21,Final Draft for Review Short Term Rental Amendments to Title 18-for 1-21-20,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/510341/Final_Draft_for_Review_Short_Term_Rental_Amendments_to_Title_18-for_1-21-20.pdf,2026-07-13,text,pdftotext -layout,raw/2020-01-21/Council_clip326_att19_Final_Draft_for_Review_Short_Term_Rental_Amendments_to_Title_18-for_1-21-20.pdf,32916,clip326,legistar,yes,,,,,
2020-01-21,RCC 8.40.040 Substantive provisions,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/509757/RCC_8.40.040_Substantive_provisions.pdf,2026-07-13,text,pdftotext -layout,raw/2020-01-21/Council_clip326_att1_RCC_8.40.040_Substantive_provisions.pdf,15574,clip326,legistar,yes,,,,,
2020-01-21,PC Minutes on Short Term Rentals  Aug 8 and 22  2019,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/510474/PC_Minutes_on_Short_Term_Rentals__Aug_8_and_22__2019.pdf,2026-07-13,text,pdftotext -layout,raw/2020-01-21/Council_clip326_att20_PC_Minutes_on_Short_Term_Rentals__Aug_8_and_22__2019.pdf,1304817,clip326,legistar,yes,,,,,
2020-01-21,2020-Resolution No. 20-07.UDOT Quit Claim Deed,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/510702/2020-Resolution_No._20-07.UDOT_Quit_Claim_Deed.pdf,2026-07-13,text,pdftotext -layout,raw/2020-01-21/Council_clip326_att21_2020-Resolution_No._20-07.UDOT_Quit_Claim_Deed.pdf,5503,clip326,legistar,yes,,,,,
2020-01-21,3800 West QCD Bangerter Interchange Improvement Project,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/509333/3800_West_QCD_Bangerter_Interchange_Improvement_Project.pdf,2026-07-13,text,pdftotext -layout,raw/2020-01-21/Council_clip326_att22_3800_West_QCD_Bangerter_Interchange_Improvement_Project.pdf,9885,clip326,legistar,yes,,,,,
2020-01-21,20200114131704,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/509335/20200114131704.pdf,2026-07-13,scanned,none (image-only pdf; OCR/vision if needed),raw/2020-01-21/Council_clip326_att23_20200114131704.pdf,172528,clip326,legistar,yes,,,,,
2020-01-21,01-21-2020-Ordinance No. 20-04.Secondary Water Hours of Operation,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/511324/01-21-2020-Ordinance_No._20-04.Secondary_Water_Hours_of_Operation.pdf,2026-07-13,text,pdftotext -layout,raw/2020-01-21/Council_clip326_att24_01-21-2020-Ordinance_No._20-04.Secondary_Water_Hours_of_Operation.pdf,9107,clip326,legistar,yes,,,,,
2020-01-21,Proposed Idling Letter,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/509746/Proposed_Idling_Letter.pdf,2026-07-13,text,pdftotext -layout,raw/2020-01-21/Council_clip326_att2_Proposed_Idling_Letter.pdf,46847,clip326,legistar,yes,,,,,
2020-01-21,2020 Proclamation - School Choice Week,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/508915/2020_Proclamation_-_School_Choice_Week.pdf,2026-07-13,text,pdftotext -layout,raw/2020-01-21/Council_clip326_att3_2020_Proclamation_-_School_Choice_Week.pdf,138554,clip326,legistar,yes,,,,,
2020-01-21,2020-Resolution No. 20-06.SLCO.Traffic signals 13200 South 4210 West 1,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/510914/2020-Resolution_No._20-06.SLCO.Traffic_signals_13200_South_4210_West_1_.pdf,2026-07-13,text,pdftotext -layout,raw/2020-01-21/Council_clip326_att4_2020-Resolution_No._20-06.SLCO.Traffic_signals_13200_South_4210_West_1_.pdf,5766,clip326,legistar,yes,,,,,
2020-01-21,ILA-Salt Lake County-Traffic Signal - CCM 01-21-20,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/510825/ILA-Salt_Lake_County-Traffic_Signal_-_CCM_01-21-20.pdf,2026-07-13,text,pdftotext -layout,raw/2020-01-21/Council_clip326_att5_ILA-Salt_Lake_County-Traffic_Signal_-_CCM_01-21-20.pdf,3728290,clip326,legistar,yes,,,,,
2020-01-21,2020-Resolution No. 20-09 - Quit Claim Deed to SCI Sared Resources LLC cemetery,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/511351/2020-Resolution_No._20-09_-_Quit_Claim_Deed_to_SCI_Sared_Resources_LLC_cemetery.pdf,2026-07-13,text,pdftotext -layout,raw/2020-01-21/Council_clip326_att6_2020-Resolution_No._20-09_-_Quit_Claim_Deed_to_SCI_Sared_Resources_LLC_cemetery.pdf,5941,clip326,legistar,yes,,,,,
2020-01-21,Wasatch Lawn  2- Parcel 27-32-400-058  Quit Claim Jan 2020,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/511317/Wasatch_Lawn__2-_Parcel_27-32-400-058__Quit_Claim_Jan_2020.pdf,2026-07-13,text,pdftotext -layout,raw/2020-01-21/Council_clip326_att7_Wasatch_Lawn__2-_Parcel_27-32-400-058__Quit_Claim_Jan_2020.pdf,18925,clip326,legistar,yes,,,,,
2020-01-21,Wasatch Lawn  1- Parcel 27-32-400-053  Quit Claim Jan 2020,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/511318/Wasatch_Lawn__1-_Parcel_27-32-400-053__Quit_Claim_Jan_2020.pdf,2026-07-13,text,pdftotext -layout,raw/2020-01-21/Council_clip326_att8_Wasatch_Lawn__1-_Parcel_27-32-400-053__Quit_Claim_Jan_2020.pdf,19069,clip326,legistar,yes,,,,,
2020-01-21,2020-Resolution No. 20-10.Emergency Preparedness Committee - Dennis Walker and Cameron Hess,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/511463/2020-Resolution_No._20-10.Emergency_Preparedness_Committee_-_Dennis_Walker_and_Cameron_Hess.pdf,2026-07-13,text,pdftotext -layout,raw/2020-01-21/Council_clip326_att9_2020-Resolution_No._20-10.Emergency_Preparedness_Committee_-_Dennis_Walker_and_Cameron_Hess.pdf,5789,clip326,legistar,yes,,,,,
2020-01-23,PlanningCommission agenda outline,PlanningCommission,,agenda,https://rivertoncity.granicus.com/AgendaViewer.php?view_id=1&clip_id=328,2026-07-13,text,pdftotext -layout,raw/2020-01-23/PlanningCommission_clip328_agenda.pdf,61407,clip328,s3_agenda_pdf,yes,,,,,
2020-01-23,PC Packet Jan 23  2020.pdf,PlanningCommission,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/514302/PC_Packet_Jan_23__2020.pdf,2026-07-13,na,none (oversize >4MB; not stored),,5827434,clip328,legistar,no,,,,,
2020-01-23,PlanningCommission full agenda packet (bundled),PlanningCommission,,full_packet,https://d3n9y02raazwpg.cloudfront.net/rivertoncity/84b4774f-3333-11ea-a240-0050569183fa-9b46131e-1185-4c16-bb56-d4afea875bc3-1579642349.pdf,2026-07-13,na,none (not stored; index-only),,6088629,clip328,cloudfront_bundle,no,,,,,
2020-02-04,Council agenda outline,Council,,agenda,https://rivertoncity.granicus.com/AgendaViewer.php?view_id=1&clip_id=335,2026-07-13,text,pdftotext -layout,raw/2020-02-04/Council_clip335_agenda.pdf,74530,clip335,s3_agenda_pdf,yes,,,,,
2020-02-04,Council full agenda packet (bundled),Council,,full_packet,https://d3n9y02raazwpg.cloudfront.net/rivertoncity/610ad6f4-9dd1-4e52-9664-90f930af8297-87775b65-7759-421f-9f4e-b9cde18ef2d4-1580507924.pdf,2026-07-13,na,none (not stored; index-only),,5122884,clip335,cloudfront_bundle,no,,,,,
2020-02-04,2020-01-21.CC.Min,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/519247/2020-01-21.CC.Min.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-04/Council_clip335_att10_2020-01-21.CC.Min.pdf,239589,clip335,legistar,yes,,,,,
2020-02-04,02-04-2020 Resolution Western Growth Coalition  6,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/522993/02-04-2020_Resolution_Western_Growth_Coalition__6_.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-04/Council_clip335_att11_02-04-2020_Resolution_Western_Growth_Coalition__6_.pdf,7910,clip335,legistar,yes,,,,,
2020-02-04,Temporary and Seasonal Uses Amendment - Staff Report,Council,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/519637/Temporary_and_Seasonal_Uses_Amendment_-_Staff_Report.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-04/Council_clip335_att12_Temporary_and_Seasonal_Uses_Amendment_-_Staff_Report.pdf,318033,clip335,legistar,yes,staff_report,ok,b24ee6b5e001561656f929b702a4612880e3e9e648b9ab8f9997aa7ac106b538,text/Council_clip335_att12_Temporary_and_Seasonal_Uses_Amendment_-_Staff_Report.txt,10559
2020-02-04,Ordinance 20-02 - Temp and Seasonal Uses Ordinance Amendment,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/519638/Ordinance_20-02_-_Temp_and_Seasonal_Uses_Ordinance_Amendment.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-04/Council_clip335_att13_Ordinance_20-02_-_Temp_and_Seasonal_Uses_Ordinance_Amendment.pdf,11016,clip335,legistar,yes,,,,,
2020-02-04,02-04-2020 Short Term Rental Enactment Ordinance,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/520994/02-04-2020_Short_Term_Rental_Enactment_Ordinance.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-04/Council_clip335_att14_02-04-2020_Short_Term_Rental_Enactment_Ordinance.pdf,5593,clip335,legistar,yes,,,,,
2020-02-04,PC Minutes on Short Term Rentals  Aug 8 and 22  2019,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/521033/PC_Minutes_on_Short_Term_Rentals__Aug_8_and_22__2019.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-04/Council_clip335_att15_PC_Minutes_on_Short_Term_Rentals__Aug_8_and_22__2019.pdf,1304817,clip335,legistar,yes,,,,,
2020-02-04,02-04-20 Short Term Rental Ord with comments from 1.21 Council meeting,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/521826/02-04-20_Short_Term_Rental_Ord_with_comments_from_1.21_Council_meeting.pdf,2026-07-13,scanned,none (image-only pdf; OCR/vision if needed),raw/2020-02-04/Council_clip335_att16_02-04-20_Short_Term_Rental_Ord_with_comments_from_1.21_Council_meeting.pdf,596991,clip335,legistar,yes,,,,,
2020-02-04,2020-Resolution No. 20-11.Amended Budget 2019-2020,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/518839/2020-Resolution_No._20-11.Amended_Budget_2019-2020.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-04/Council_clip335_att17_2020-Resolution_No._20-11.Amended_Budget_2019-2020.pdf,5266,clip335,legistar,yes,,,,,
2020-02-04,02-04 CC,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/517793/02-04_CC.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-04/Council_clip335_att18_02-04_CC.pdf,141073,clip335,legistar,yes,,,,,
2020-02-04,OH Letter to County Council 2  002,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/522064/OH_Letter_to_County_Council_2__002_.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-04/Council_clip335_att19_OH_Letter_to_County_Council_2__002_.pdf,626680,clip335,legistar,yes,,,,,
2020-02-04,20-1053-08- Superior Asphalt Agreement,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/520194/20-1053-08-_Superior_Asphalt_Agreement.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-04/Council_clip335_att1_20-1053-08-_Superior_Asphalt_Agreement.pdf,480586,clip335,legistar,yes,,,,,
2020-02-04,CC19-371,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/520195/CC19-371.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-04/Council_clip335_att2_CC19-371.pdf,141807,clip335,legistar,yes,,,,,
2020-02-04,20-1053-09- Black Forest Paving Agreement,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/520196/20-1053-09-_Black_Forest_Paving_Agreement.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-04/Council_clip335_att3_20-1053-09-_Black_Forest_Paving_Agreement.pdf,554970,clip335,legistar,yes,,,,,
2020-02-04,CC19-372,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/520197/CC19-372.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-04/Council_clip335_att4_CC19-372.pdf,116790,clip335,legistar,yes,,,,,
2020-02-04,20-1053-10- M M Asphalt Agreement,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/520198/20-1053-10-_M_M_Asphalt_Agreement.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-04/Council_clip335_att5_20-1053-10-_M_M_Asphalt_Agreement.pdf,648433,clip335,legistar,yes,,,,,
2020-02-04,CC19-374,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/520199/CC19-374.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-04/Council_clip335_att6_CC19-374.pdf,134033,clip335,legistar,yes,,,,,
2020-02-04,February 2020 Choice Awards- Rosamond Elem,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/520982/February_2020_Choice_Awards-_Rosamond_Elem.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-04/Council_clip335_att7_February_2020_Choice_Awards-_Rosamond_Elem.pdf,43984,clip335,legistar,yes,,,,,
2020-02-04,Proclamation 02-04-2020 Utah Women First to Vote,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/522079/Proclamation_02-04-2020_Utah_Women_First_to_Vote.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-04/Council_clip335_att8_Proclamation_02-04-2020_Utah_Women_First_to_Vote.pdf,5391,clip335,legistar,yes,,,,,
2020-02-04,2020-01-07.CC.Min,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/519246/2020-01-07.CC.Min.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-04/Council_clip335_att9_2020-01-07.CC.Min.pdf,186696,clip335,legistar,yes,,,,,
2020-02-13,PlanningCommission agenda outline,PlanningCommission,,agenda,https://rivertoncity.granicus.com/AgendaViewer.php?view_id=1&clip_id=337,2026-07-13,text,pdftotext -layout,raw/2020-02-13/PlanningCommission_clip337_agenda.pdf,61062,clip337,s3_agenda_pdf,yes,,,,,
2020-02-13,2020-02-13.PC.Packet.pdf,PlanningCommission,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/529992/2020-02-13.PC.Packet.pdf,2026-07-13,na,none (oversize >4MB; not stored),,13635944,clip337,legistar,no,,,,,
2020-02-13,PlanningCommission full agenda packet (bundled),PlanningCommission,,full_packet,https://d3n9y02raazwpg.cloudfront.net/rivertoncity/84b74cc3-3333-11ea-a240-0050569183fa-87775b65-7759-421f-9f4e-b9cde18ef2d4-1581458052.pdf,2026-07-13,na,none (not stored; index-only),,13064555,clip337,cloudfront_bundle,no,,,,,
2020-02-18,Council agenda outline,Council,,agenda,https://rivertoncity.granicus.com/AgendaViewer.php?view_id=1&clip_id=338,2026-07-13,text,pdftotext -layout,raw/2020-02-18/Council_clip338_agenda.pdf,87438,clip338,s3_agenda_pdf,yes,,,,,
2020-02-18,Hidden Pines StormWater Impact Fee Reimbursement.pdf,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/530323/Hidden_Pines_StormWater_Impact_Fee_Reimbursement.pdf,2026-07-13,na,none (oversize >4MB; not stored),,6579721,clip338,legistar,no,,,,,
2020-02-18,Council full agenda packet (bundled),Council,,full_packet,https://d3n9y02raazwpg.cloudfront.net/rivertoncity/140f5f1d-2bb6-4221-bf9e-4ae785cbd96e-87775b65-7759-421f-9f4e-b9cde18ef2d4-1581697378.pdf,2026-07-13,na,none (not stored; index-only),,22764839,clip338,cloudfront_bundle,no,,,,,
2020-02-18,Requistion 710806 RedPine Construction,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/531361/Requistion_710806_RedPine_Construction.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-18/Council_clip338_att10_Requistion_710806_RedPine_Construction.pdf,1080649,clip338,legistar,yes,,,,,
2020-02-18,Requistion 710808 SilverSpur Construction,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/531365/Requistion_710808_SilverSpur_Construction.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-18/Council_clip338_att11_Requistion_710808_SilverSpur_Construction.pdf,772179,clip338,legistar,yes,,,,,
2020-02-18,Requistion 710810 MeterWorks,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/531366/Requistion_710810_MeterWorks.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-18/Council_clip338_att12_Requistion_710810_MeterWorks.pdf,341585,clip338,legistar,yes,,,,,
2020-02-18,2020-02-04.CC.Min,Council,,exhibit,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/531437/2020-02-04.CC.Min.pdf,2026-07-13,text,pdftotext -layout,raw/2020-02-18/Council_clip338_att13_2020-02-04.CC.Min.pdf,70657,clip338,legistar,yes,,,,,
