date,year,title,slug,path,source,source_url,format,body,meeting_kind,pmn_file
2021-01-27,2021,RDA RC Meeting 2021-01-27,2021-01-27_rda_RC,minutes/2021/2021-01-25/2021-01-27_rda_RC.md,pmn,https://www.utah.gov/pmn/files/700829.pdf,pdf-text,RDA,RC,700829
2021-02-10,2021,Council RC Meeting 2021-02-10,2021-02-10_council_RC,minutes/2021/2021-02-08/2021-02-10_council_RC.md,pmn,https://www.utah.gov/pmn/files/700831.pdf,pdf-text,Council,RC,700831
2021-02-24,2021,Council RC Meeting 2021-02-24,2021-02-24_council_RC,minutes/2021/2021-02-22/2021-02-24_council_RC.md,pmn,https://www.utah.gov/pmn/files/700835.pdf,pdf-text,Council,RC,700835
2022-09-14,2022,Council RC Meeting 2022-09-14,2022-09-14_council_RC,minutes/2022/2022-09-12/2022-09-14_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_09142022-12,pdf-text,Council,RC,
2022-09-28,2022,Council RC Meeting 2022-09-28,2022-09-28_council_RC,minutes/2022/2022-09-26/2022-09-28_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_09282022-13,pdf-text,Council,RC,
2022-10-12,2022,Council RC Meeting 2022-10-12,2022-10-12_council_RC,minutes/2022/2022-10-10/2022-10-12_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_10122022-22,pdf-text,Council,RC,
2022-10-26,2022,Council RC Meeting 2022-10-26,2022-10-26_council_RC,minutes/2022/2022-10-24/2022-10-26_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_10262022-26,pdf-text,Council,RC,
2023-01-11,2023,RDA RC Meeting 2023-01-11,2023-01-11_rda_RC,minutes/2023/2023-01-09/2023-01-11_rda_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_01112023-91,pdf-text,RDA,RC,
2023-04-12,2023,Council RC Meeting 2023-04-12,2023-04-12_council_RC,minutes/2023/2023-04-10/2023-04-12_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_04122023-89,pdf-text,Council,RC,
2023-04-26,2023,Council RC Meeting 2023-04-26,2023-04-26_council_RC,minutes/2023/2023-04-24/2023-04-26_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_04262023-108,pdf-text,Council,RC,
2023-05-10,2023,Council RC Meeting 2023-05-10,2023-05-10_council_RC,minutes/2023/2023-05-08/2023-05-10_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_05102023-114,pdf-text,Council,RC,
2023-05-10,2023,RDA RC Meeting 2023-05-10,2023-05-10_rda_RC,minutes/2023/2023-05-08/2023-05-10_rda_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_05102023-112,pdf-text,RDA,RC,
2023-05-24,2023,Council RC Meeting 2023-05-24,2023-05-24_council_RC,minutes/2023/2023-05-22/2023-05-24_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_05242023-137,pdf-text,Council,RC,
2023-05-24,2023,RDA RC Meeting 2023-05-24,2023-05-24_rda_RC,minutes/2023/2023-05-22/2023-05-24_rda_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_05242023-129,pdf-text,RDA,RC,
2023-06-07,2023,Council RC Meeting 2023-06-07,2023-06-07_council_RC,minutes/2023/2023-06-05/2023-06-07_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_06072023-140,pdf-text,Council,RC,
2023-06-14,2023,Council RC Meeting 2023-06-14,2023-06-14_council_RC,minutes/2023/2023-06-12/2023-06-14_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_06142023-141,pdf-text,Council,RC,
2023-06-14,2023,RDA RC Meeting 2023-06-14,2023-06-14_rda_RC,minutes/2023/2023-06-12/2023-06-14_rda_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_06142023-194,pdf-text,RDA,RC,
2023-07-12,2023,Council RC Meeting 2023-07-12,2023-07-12_council_RC,minutes/2023/2023-07-10/2023-07-12_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_07122023-161,pdf-text,Council,RC,
2023-07-26,2023,Council RC Meeting 2023-07-26,2023-07-26_council_RC,minutes/2023/2023-07-24/2023-07-26_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_07262023-163,pdf-text,Council,RC,
2023-08-23,2023,Council RC Meeting 2023-08-23,2023-08-23_council_RC,minutes/2023/2023-08-21/2023-08-23_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_08232023-169,pdf-text,Council,RC,
2023-09-13,2023,Council RC Meeting 2023-09-13,2023-09-13_council_RC,minutes/2023/2023-09-11/2023-09-13_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_09132023-176,pdf-text,Council,RC,
2023-09-27,2023,Council RC Meeting 2023-09-27,2023-09-27_council_RC,minutes/2023/2023-09-25/2023-09-27_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_09272023-186,pdf-text,Council,RC,
2023-10-11,2023,Council RC Meeting 2023-10-11,2023-10-11_council_RC,minutes/2023/2023-10-09/2023-10-11_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_10112023-209,pdf-text,Council,RC,
2023-10-25,2023,Council RC Meeting 2023-10-25,2023-10-25_council_RC,minutes/2023/2023-10-23/2023-10-25_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_10252023-222,pdf-text,Council,RC,
2023-10-25,2023,RDA RC Meeting 2023-10-25,2023-10-25_rda_RC,minutes/2023/2023-10-23/2023-10-25_rda_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_10252023-210,pdf-text,RDA,RC,
2023-11-15,2023,Council RC Meeting 2023-11-15,2023-11-15_council_RC,minutes/2023/2023-11-13/2023-11-15_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_11152023-224,pdf-text,Council,RC,
2023-11-15,2023,RDA RC Meeting 2023-11-15,2023-11-15_rda_RC,minutes/2023/2023-11-13/2023-11-15_rda_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_11152023-225,pdf-text,RDA,RC,
2023-12-13,2023,Council RC Meeting 2023-12-13,2023-12-13_council_RC,minutes/2023/2023-12-11/2023-12-13_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_12132023-233,pdf-text,Council,RC,
2023-12-13,2023,RDA RC Meeting 2023-12-13,2023-12-13_rda_RC,minutes/2023/2023-12-11/2023-12-13_rda_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_12132023-231,pdf-text,RDA,RC,
2024-01-10,2024,Council RC Meeting 2024-01-10,2024-01-10_council_RC,minutes/2024/2024-01-08/2024-01-10_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_01102024-242,pdf-text,Council,RC,
2024-01-10,2024,Council WM Meeting 2024-01-10,2024-01-10_council_WM,minutes/2024/2024-01-08/2024-01-10_council_WM.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_01102024-240,pdf-text,Council,WM,
2024-01-10,2024,RDA RC Meeting 2024-01-10,2024-01-10_rda_RC,minutes/2024/2024-01-08/2024-01-10_rda_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_01102024-239,pdf-text,RDA,RC,
2024-01-24,2024,Council RC Meeting 2024-01-24,2024-01-24_council_RC,minutes/2024/2024-01-22/2024-01-24_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_01242024-261,pdf-text,Council,RC,
2024-01-24,2024,RDA RC Meeting 2024-01-24,2024-01-24_rda_RC,minutes/2024/2024-01-22/2024-01-24_rda_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_01242024-282,pdf-text,RDA,RC,
2024-02-07,2024,Council RC Meeting 2024-02-07,2024-02-07_council_RC,minutes/2024/2024-02-05/2024-02-07_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_02072024-279,pdf-text,Council,RC,
2024-02-07,2024,Council WM Meeting 2024-02-07,2024-02-07_council_WM,minutes/2024/2024-02-05/2024-02-07_council_WM.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_02072024-280,pdf-text,Council,WM,
2024-02-21,2024,Council SM Meeting 2024-02-21,2024-02-21_council_SM,minutes/2024/2024-02-19/2024-02-21_council_SM.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_02212024-281,pdf-text,Council,SM,
2024-02-28,2024,Council RC Meeting 2024-02-28,2024-02-28_council_RC,minutes/2024/2024-02-26/2024-02-28_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_02282024-293,pdf-text,Council,RC,
2024-02-28,2024,Council WM Meeting 2024-02-28,2024-02-28_council_WM,minutes/2024/2024-02-26/2024-02-28_council_WM.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_02282024-292,pdf-text,Council,WM,
2024-02-28,2024,RDA RC Meeting 2024-02-28,2024-02-28_rda_RC,minutes/2024/2024-02-26/2024-02-28_rda_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_02282024-291,pdf-text,RDA,RC,
2024-03-06,2024,Council SM Meeting 2024-03-06,2024-03-06_council_SM,minutes/2024/2024-03-04/2024-03-06_council_SM.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_03062024-300,pdf-text,Council,SM,
2024-03-13,2024,Council RC Meeting 2024-03-13,2024-03-13_council_RC,minutes/2024/2024-03-11/2024-03-13_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_03132024-304,pdf-text,Council,RC,
2024-03-13,2024,RDA RC Meeting 2024-03-13,2024-03-13_rda_RC,minutes/2024/2024-03-11/2024-03-13_rda_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_03132024-301,pdf-text,RDA,RC,
2024-03-27,2024,Council RC Meeting 2024-03-27,2024-03-27_council_RC,minutes/2024/2024-03-25/2024-03-27_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_03272024-316,pdf-text,Council,RC,
2024-03-27,2024,RDA RC Meeting 2024-03-27,2024-03-27_rda_RC,minutes/2024/2024-03-25/2024-03-27_rda_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_03272024-318,pdf-text,RDA,RC,
2024-04-10,2024,Council RC Meeting 2024-04-10,2024-04-10_council_RC,minutes/2024/2024-04-08/2024-04-10_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_04102024-333,pdf-text,Council,RC,
2024-04-24,2024,Council RC Meeting 2024-04-24,2024-04-24_council_RC,minutes/2024/2024-04-22/2024-04-24_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_04242024-335,pdf-text,Council,RC,
2024-04-24,2024,RDA RC Meeting 2024-04-24,2024-04-24_rda_RC,minutes/2024/2024-04-22/2024-04-24_rda_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_04242024-331,pdf-text,RDA,RC,
2024-05-08,2024,Council RC Meeting 2024-05-08,2024-05-08_council_RC,minutes/2024/2024-05-06/2024-05-08_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_05082024-343,pdf-text,Council,RC,
2024-05-08,2024,RDA RC Meeting 2024-05-08,2024-05-08_rda_RC,minutes/2024/2024-05-06/2024-05-08_rda_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_05082024-354,pdf-text,RDA,RC,
2024-05-22,2024,Council RC Meeting 2024-05-22,2024-05-22_council_RC,minutes/2024/2024-05-20/2024-05-22_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_05222024-357,pdf-text,Council,RC,
2024-05-22,2024,RDA RC Meeting 2024-05-22,2024-05-22_rda_RC,minutes/2024/2024-05-20/2024-05-22_rda_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_05222024-355,pdf-text,RDA,RC,
2024-06-05,2024,Council RC Meeting 2024-06-05,2024-06-05_council_RC,minutes/2024/2024-06-03/2024-06-05_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_06052024-380,pdf-text,Council,RC,
2024-06-05,2024,RDA RC Meeting 2024-06-05,2024-06-05_rda_RC,minutes/2024/2024-06-03/2024-06-05_rda_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_06052024-386,pdf-text,RDA,RC,
2024-06-12,2024,Council RC Meeting 2024-06-12,2024-06-12_council_RC,minutes/2024/2024-06-10/2024-06-12_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_06122024-382,pdf-text,Council,RC,
2024-07-10,2024,Council RC Meeting 2024-07-10,2024-07-10_council_RC,minutes/2024/2024-07-08/2024-07-10_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_07102024-388,pdf-text,Council,RC,
2024-07-31,2024,Council RC Meeting 2024-07-31,2024-07-31_council_RC,minutes/2024/2024-07-29/2024-07-31_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_07312024-390,pdf-text,Council,RC,
2024-08-07,2024,Council TT Meeting 2024-08-07,2024-08-07_council_TT,minutes/2024/2024-08-05/2024-08-07_council_TT.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_08072024-406,pdf-text,Council,TT,
2024-08-28,2024,Council RC Meeting 2024-08-28,2024-08-28_council_RC,minutes/2024/2024-08-26/2024-08-28_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_08282024-411,pdf-text,Council,RC,
2024-08-28,2024,RDA RC Meeting 2024-08-28,2024-08-28_rda_RC,minutes/2024/2024-08-26/2024-08-28_rda_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_08282024-414,pdf-text,RDA,RC,
2024-09-25,2024,Council RC Meeting 2024-09-25,2024-09-25_council_RC,minutes/2024/2024-09-23/2024-09-25_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_09252024-417,pdf-text,Council,RC,
2024-10-09,2024,Council RC Meeting 2024-10-09,2024-10-09_council_RC,minutes/2024/2024-10-07/2024-10-09_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_10092024-423,pdf-text,Council,RC,
2024-10-23,2024,Council RC Meeting 2024-10-23,2024-10-23_council_RC,minutes/2024/2024-10-21/2024-10-23_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_10232024-426,pdf-text,Council,RC,
2024-10-23,2024,RDA RC Meeting 2024-10-23,2024-10-23_rda_RC,minutes/2024/2024-10-21/2024-10-23_rda_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_10232024-438,pdf-text,RDA,RC,
2024-11-13,2024,Council RC Meeting 2024-11-13,2024-11-13_council_RC,minutes/2024/2024-11-11/2024-11-13_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_11132024-440,pdf-text,Council,RC,
2024-12-11,2024,Council RC Meeting 2024-12-11,2024-12-11_council_RC,minutes/2024/2024-12-09/2024-12-11_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_12112024-448,pdf-text,Council,RC,
2024-12-11,2024,RDA RC Meeting 2024-12-11,2024-12-11_rda_RC,minutes/2024/2024-12-09/2024-12-11_rda_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_12112024-444,pdf-text,RDA,RC,
2025-01-08,2025,Council RC Meeting 2025-01-08,2025-01-08_council_RC,minutes/2025/2025-01-06/2025-01-08_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_01082025-458,pdf-text,Council,RC,
2025-01-08,2025,RDA RC Meeting 2025-01-08,2025-01-08_rda_RC,minutes/2025/2025-01-06/2025-01-08_rda_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_01082025-456,pdf-text,RDA,RC,
2025-01-22,2025,Council RC Meeting 2025-01-22,2025-01-22_council_RC,minutes/2025/2025-01-20/2025-01-22_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_01222025-460,pdf-text,Council,RC,
2025-02-12,2025,Council RC Meeting 2025-02-12,2025-02-12_council_RC,minutes/2025/2025-02-10/2025-02-12_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_02122025-465,pdf-text,Council,RC,
2025-02-26,2025,Council RC Meeting 2025-02-26,2025-02-26_council_RC,minutes/2025/2025-02-24/2025-02-26_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_02262025-474,pdf-text,Council,RC,
2025-03-12,2025,Council RC Meeting 2025-03-12,2025-03-12_council_RC,minutes/2025/2025-03-10/2025-03-12_council_RC.md,pmn,https://www.utah.gov/pmn/files/1247409.pdf,pdf-text,Council,RC,1247409
2025-03-26,2025,Council RC Meeting 2025-03-26,2025-03-26_council_RC,minutes/2025/2025-03-24/2025-03-26_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_03262025-499,pdf-text,Council,RC,
2025-04-02,2025,Council RC Meeting 2025-04-02,2025-04-02_council_RC,minutes/2025/2025-03-31/2025-04-02_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_04022025-509,pdf-text,Council,RC,
2025-04-23,2025,Council RC Meeting 2025-04-23,2025-04-23_council_RC,minutes/2025/2025-04-21/2025-04-23_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_04232025-530,pdf-text,Council,RC,
2025-05-14,2025,Council RC Meeting 2025-05-14,2025-05-14_council_RC,minutes/2025/2025-05-12/2025-05-14_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_05142025-532,pdf-text,Council,RC,
2025-05-14,2025,RDA RC Meeting 2025-05-14,2025-05-14_rda_RC,minutes/2025/2025-05-12/2025-05-14_rda_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_05142025-498,pdf-text,RDA,RC,
2025-05-28,2025,Council RC Meeting 2025-05-28,2025-05-28_council_RC,minutes/2025/2025-05-26/2025-05-28_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_05282025-543,pdf-text,Council,RC,
2025-05-28,2025,RDA RC Meeting 2025-05-28,2025-05-28_rda_RC,minutes/2025/2025-05-26/2025-05-28_rda_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_05282025-511,pdf-text,RDA,RC,
2025-06-11,2025,Council RC Meeting 2025-06-11,2025-06-11_council_RC,minutes/2025/2025-06-09/2025-06-11_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_06112025-545,pdf-text,Council,RC,
2025-06-11,2025,RDA RC Meeting 2025-06-11,2025-06-11_rda_RC,minutes/2025/2025-06-09/2025-06-11_rda_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_06112025-548,pdf-text,RDA,RC,
2025-07-09,2025,Council RC Meeting 2025-07-09,2025-07-09_council_RC,minutes/2025/2025-07-07/2025-07-09_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_07092025-550,pdf-text,Council,RC,
2025-07-23,2025,Council RC Meeting 2025-07-23,2025-07-23_council_RC,minutes/2025/2025-07-21/2025-07-23_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_07232025-554,pdf-text,Council,RC,
2025-08-13,2025,Council RC Meeting 2025-08-13,2025-08-13_council_RC,minutes/2025/2025-08-11/2025-08-13_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_08132025-567,pdf-text,Council,RC,
2025-08-27,2025,Council RC Meeting 2025-08-27,2025-08-27_council_RC,minutes/2025/2025-08-25/2025-08-27_council_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_08272025-568,pdf-text,Council,RC,
2025-08-27,2025,RDA RC Meeting 2025-08-27,2025-08-27_rda_RC,minutes/2025/2025-08-25/2025-08-27_rda_RC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_08272025-575,pdf-text,RDA,RC,
