year,election_type,office,district,contest,precinct,candidate,votes,suppressed
2025,municipal general,Council,2,Magna City Council District 2,MAG003,Write-in (unresolved),0,False
2025,municipal general,Council,2,Magna City Council District 2,MAG004,ERIC GORDON BARNEY,54,False
2025,municipal general,Council,2,Magna City Council District 2,MAG004,MEGAN L. OLSEN,154,False
2025,municipal general,Council,2,Magna City Council District 2,MAG004,Write-in (unresolved),0,False
2025,municipal general,Council,4,Magna City Council District 4,MAG012,TERRY GEORGE,181,False
2025,municipal general,Council,4,Magna City Council District 4,MAG012,TRISH A. HULL,112,False
2025,municipal general,Council,4,Magna City Council District 4,MAG012,Write-in (unresolved),0,False
2025,municipal general,Council,4,Magna City Council District 4,MAG013,TERRY GEORGE,93,False
2025,municipal general,Council,4,Magna City Council District 4,MAG013,TRISH A. HULL,117,False
2025,municipal general,Council,4,Magna City Council District 4,MAG013,Write-in (unresolved),0,False
2025,municipal general,Council,4,Magna City Council District 4,MAG016,TERRY GEORGE,49,False
2025,municipal general,Council,4,Magna City Council District 4,MAG016,TRISH A. HULL,60,False
2025,municipal general,Council,4,Magna City Council District 4,MAG016,Write-in (unresolved),0,False
2025,municipal general,Mayor,,Magna City Mayor,MAG001,ALEXANDER J. ADRIANO,2,False
2025,municipal general,Mayor,,Magna City Mayor,MAG001,MICKEY M SUDBURY,0,False
2025,municipal general,Mayor,,Magna City Mayor,MAG001,Write-in (unresolved),0,False
2025,municipal general,Mayor,,Magna City Mayor,MAG002,ALEXANDER J. ADRIANO,88,False
2025,municipal general,Mayor,,Magna City Mayor,MAG002,MICKEY M SUDBURY,158,False
2025,municipal general,Mayor,,Magna City Mayor,MAG002,Write-in (unresolved),0,False
2025,municipal general,Mayor,,Magna City Mayor,MAG003,ALEXANDER J. ADRIANO,56,False
2025,municipal general,Mayor,,Magna City Mayor,MAG003,MICKEY M SUDBURY,126,False
2025,municipal general,Mayor,,Magna City Mayor,MAG003,Write-in (unresolved),0,False
2025,municipal general,Mayor,,Magna City Mayor,MAG004,ALEXANDER J. ADRIANO,77,False
2025,municipal general,Mayor,,Magna City Mayor,MAG004,MICKEY M SUDBURY,131,False
2025,municipal general,Mayor,,Magna City Mayor,MAG004,Write-in (unresolved),0,False
2025,municipal general,Mayor,,Magna City Mayor,MAG005,ALEXANDER J. ADRIANO,66,False
2025,municipal general,Mayor,,Magna City Mayor,MAG005,MICKEY M SUDBURY,130,False
2025,municipal general,Mayor,,Magna City Mayor,MAG005,Write-in (unresolved),0,False
2025,municipal general,Mayor,,Magna City Mayor,MAG006,ALEXANDER J. ADRIANO,66,False
2025,municipal general,Mayor,,Magna City Mayor,MAG006,MICKEY M SUDBURY,143,False
2025,municipal general,Mayor,,Magna City Mayor,MAG006,Write-in (unresolved),0,False
2025,municipal general,Mayor,,Magna City Mayor,MAG007,ALEXANDER J. ADRIANO,101,False
2025,municipal general,Mayor,,Magna City Mayor,MAG007,MICKEY M SUDBURY,118,False
2025,municipal general,Mayor,,Magna City Mayor,MAG007,Write-in (unresolved),0,False
2025,municipal general,Mayor,,Magna City Mayor,MAG008,ALEXANDER J. ADRIANO,89,False
2025,municipal general,Mayor,,Magna City Mayor,MAG008,MICKEY M SUDBURY,225,False
2025,municipal general,Mayor,,Magna City Mayor,MAG008,Write-in (unresolved),0,False
2025,municipal general,Mayor,,Magna City Mayor,MAG009,ALEXANDER J. ADRIANO,105,False
2025,municipal general,Mayor,,Magna City Mayor,MAG009,MICKEY M SUDBURY,221,False
2025,municipal general,Mayor,,Magna City Mayor,MAG009,Write-in (unresolved),0,False
2025,municipal general,Mayor,,Magna City Mayor,MAG010,ALEXANDER J. ADRIANO,94,False
2025,municipal general,Mayor,,Magna City Mayor,MAG010,MICKEY M SUDBURY,228,False
2025,municipal general,Mayor,,Magna City Mayor,MAG010,Write-in (unresolved),0,False
2025,municipal general,Mayor,,Magna City Mayor,MAG011,ALEXANDER J. ADRIANO,79,False
2025,municipal general,Mayor,,Magna City Mayor,MAG011,MICKEY M SUDBURY,90,False
2025,municipal general,Mayor,,Magna City Mayor,MAG011,Write-in (unresolved),0,False
2025,municipal general,Mayor,,Magna City Mayor,MAG012,ALEXANDER J. ADRIANO,86,False
2025,municipal general,Mayor,,Magna City Mayor,MAG012,MICKEY M SUDBURY,205,False
2025,municipal general,Mayor,,Magna City Mayor,MAG012,Write-in (unresolved),0,False
2025,municipal general,Mayor,,Magna City Mayor,MAG013,ALEXANDER J. ADRIANO,79,False
2025,municipal general,Mayor,,Magna City Mayor,MAG013,MICKEY M SUDBURY,129,False
2025,municipal general,Mayor,,Magna City Mayor,MAG013,Write-in (unresolved),0,False
2025,municipal general,Mayor,,Magna City Mayor,MAG014,ALEXANDER J. ADRIANO,63,False
2025,municipal general,Mayor,,Magna City Mayor,MAG014,MICKEY M SUDBURY,117,False
2025,municipal general,Mayor,,Magna City Mayor,MAG014,Write-in (unresolved),0,False
2025,municipal general,Mayor,,Magna City Mayor,MAG015,ALEXANDER J. ADRIANO,102,False
2025,municipal general,Mayor,,Magna City Mayor,MAG015,MICKEY M SUDBURY,173,False
2025,municipal general,Mayor,,Magna City Mayor,MAG015,Write-in (unresolved),0,False
2025,municipal general,Mayor,,Magna City Mayor,MAG016,ALEXANDER J. ADRIANO,43,False
2025,municipal general,Mayor,,Magna City Mayor,MAG016,MICKEY M SUDBURY,65,False
2025,municipal general,Mayor,,Magna City Mayor,MAG016,Write-in (unresolved),0,False
2025,municipal general,Mayor,,Magna City Mayor,MAG901,ALEXANDER J. ADRIANO,0,False
2025,municipal general,Mayor,,Magna City Mayor,MAG901,MICKEY M SUDBURY,1,False
2025,municipal general,Mayor,,Magna City Mayor,MAG901,Write-in (unresolved),0,False
2025,municipal primary,Council,2,Magna City Council District 2,MAG002,ERIC GORDON BARNEY,75,False
2025,municipal primary,Council,2,Magna City Council District 2,MAG002,CISCO JOHNNY RODRIGUEZ,27,False
2025,municipal primary,Council,2,Magna City Council District 2,MAG002,MEGAN L. OLSEN,79,False
2025,municipal primary,Council,2,Magna City Council District 2,MAG002,Write-in (unresolved),0,False
2025,municipal primary,Council,2,Magna City Council District 2,MAG003,ERIC GORDON BARNEY,65,False
2025,municipal primary,Council,2,Magna City Council District 2,MAG003,CISCO JOHNNY RODRIGUEZ,18,False
2025,municipal primary,Council,2,Magna City Council District 2,MAG003,MEGAN L. OLSEN,68,False
2025,municipal primary,Council,2,Magna City Council District 2,MAG003,Write-in (unresolved),0,False
2025,municipal primary,Council,2,Magna City Council District 2,MAG004,ERIC GORDON BARNEY,46,False
2025,municipal primary,Council,2,Magna City Council District 2,MAG004,CISCO JOHNNY RODRIGUEZ,26,False
2025,municipal primary,Council,2,Magna City Council District 2,MAG004,MEGAN L. OLSEN,84,False
2025,municipal primary,Council,2,Magna City Council District 2,MAG004,Write-in (unresolved),0,False
2025,municipal primary,Council,4,Magna City Council District 4,MAG012,BROOKS JONES,38,False
2025,municipal primary,Council,4,Magna City Council District 4,MAG012,TERRY GEORGE,111,False
2025,municipal primary,Council,4,Magna City Council District 4,MAG012,TRISH A. HULL,79,False
2025,municipal primary,Council,4,Magna City Council District 4,MAG012,Write-in (unresolved),0,False
2025,municipal primary,Council,4,Magna City Council District 4,MAG013,BROOKS JONES,36,False
2025,municipal primary,Council,4,Magna City Council District 4,MAG013,TERRY GEORGE,43,False
2025,municipal primary,Council,4,Magna City Council District 4,MAG013,TRISH A. HULL,73,False
2025,municipal primary,Council,4,Magna City Council District 4,MAG013,Write-in (unresolved),0,False
2025,municipal primary,Council,4,Magna City Council District 4,MAG016,BROOKS JONES,16,False
2025,municipal primary,Council,4,Magna City Council District 4,MAG016,TERRY GEORGE,20,False
2025,municipal primary,Council,4,Magna City Council District 4,MAG016,TRISH A. HULL,27,False
2025,municipal primary,Council,4,Magna City Council District 4,MAG016,Write-in (unresolved),0,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG001,MAXWELL THOMAS WHITE,1,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG001,MICHAEL RONALD ROMERO,1,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG001,ALEXANDER J. ADRIANO,0,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG001,MICKEY M SUDBURY,0,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG001,Write-in (unresolved),0,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG002,MAXWELL THOMAS WHITE,34,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG002,MICHAEL RONALD ROMERO,42,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG002,ALEXANDER J. ADRIANO,36,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG002,MICKEY M SUDBURY,73,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG002,Write-in (unresolved),0,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG003,MAXWELL THOMAS WHITE,22,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG003,MICHAEL RONALD ROMERO,31,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG003,ALEXANDER J. ADRIANO,28,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG003,MICKEY M SUDBURY,70,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG003,Write-in (unresolved),0,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG004,MAXWELL THOMAS WHITE,40,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG004,MICHAEL RONALD ROMERO,35,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG004,ALEXANDER J. ADRIANO,24,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG004,MICKEY M SUDBURY,63,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG004,Write-in (unresolved),0,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG005,MAXWELL THOMAS WHITE,22,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG005,MICHAEL RONALD ROMERO,22,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG005,ALEXANDER J. ADRIANO,28,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG005,MICKEY M SUDBURY,41,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG005,Write-in (unresolved),0,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG006,MAXWELL THOMAS WHITE,17,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG006,MICHAEL RONALD ROMERO,26,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG006,ALEXANDER J. ADRIANO,31,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG006,MICKEY M SUDBURY,62,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG006,Write-in (unresolved),0,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG007,MAXWELL THOMAS WHITE,23,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG007,MICHAEL RONALD ROMERO,59,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG007,ALEXANDER J. ADRIANO,51,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG007,MICKEY M SUDBURY,67,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG007,Write-in (unresolved),0,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG008,MAXWELL THOMAS WHITE,52,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG008,MICHAEL RONALD ROMERO,32,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG008,ALEXANDER J. ADRIANO,40,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG008,MICKEY M SUDBURY,141,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG008,Write-in (unresolved),0,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG009,MAXWELL THOMAS WHITE,42,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG009,MICHAEL RONALD ROMERO,59,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG009,ALEXANDER J. ADRIANO,45,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG009,MICKEY M SUDBURY,108,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG009,Write-in (unresolved),0,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG010,MAXWELL THOMAS WHITE,26,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG010,MICHAEL RONALD ROMERO,38,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG010,ALEXANDER J. ADRIANO,43,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG010,MICKEY M SUDBURY,131,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG010,Write-in (unresolved),0,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG011,MAXWELL THOMAS WHITE,19,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG011,MICHAEL RONALD ROMERO,16,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG011,ALEXANDER J. ADRIANO,34,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG011,MICKEY M SUDBURY,63,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG011,Write-in (unresolved),0,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG012,MAXWELL THOMAS WHITE,33,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG012,MICHAEL RONALD ROMERO,50,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG012,ALEXANDER J. ADRIANO,40,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG012,MICKEY M SUDBURY,109,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG012,Write-in (unresolved),0,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG013,MAXWELL THOMAS WHITE,23,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG013,MICHAEL RONALD ROMERO,31,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG013,ALEXANDER J. ADRIANO,41,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG013,MICKEY M SUDBURY,58,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG013,Write-in (unresolved),0,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG014,MAXWELL THOMAS WHITE,19,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG014,MICHAEL RONALD ROMERO,31,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG014,ALEXANDER J. ADRIANO,37,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG014,MICKEY M SUDBURY,53,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG014,Write-in (unresolved),0,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG015,MAXWELL THOMAS WHITE,37,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG015,MICHAEL RONALD ROMERO,30,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG015,ALEXANDER J. ADRIANO,62,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG015,MICKEY M SUDBURY,83,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG015,Write-in (unresolved),0,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG016,MAXWELL THOMAS WHITE,8,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG016,MICHAEL RONALD ROMERO,22,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG016,ALEXANDER J. ADRIANO,15,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG016,MICKEY M SUDBURY,20,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG016,Write-in (unresolved),0,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG901,MAXWELL THOMAS WHITE,1,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG901,MICHAEL RONALD ROMERO,0,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG901,ALEXANDER J. ADRIANO,0,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG901,MICKEY M SUDBURY,0,False
2025,municipal primary,Mayor,,Magna City Mayor,MAG901,Write-in (unresolved),0,False
